reclon,reclat,track_fid,track_seg_id,track_seg_point_id,ele,time,magvar,geoidheight,name,cmt,desc,src,link1_href,link1_text,link1_type,link2_href,link2_text,link2_type,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid
-78.81227316,42.94905926,0,0,221,208.333721,2020/10/22 15:20:33+00,,,,,,,,,,,,,,,,,,,,,
-78.81231343,42.94905792,0,0,222,208.4141692,2020/10/22 15:20:35+00,,,,,,,,,,,,,,,,,,,,,
-78.81235518,42.9490559,0,0,223,208.4113317,2020/10/22 15:20:37+00,,,,,,,,,,,,,,,,,,,,,
-78.81238598,42.94903551,0,0,224,209.0931645,2020/10/22 15:20:39+00,,,,,,,,,,,,,,,,,,,,,
-78.81241509,42.94902629,0,0,225,209.630502,2020/10/22 15:20:41+00,,,,,,,,,,,,,,,,,,,,,
-78.81242407,42.94900247,0,0,226,209.5608158,2020/10/22 15:20:43+00,,,,,,,,,,,,,,,,,,,,,
-78.81237593,42.94901301,0,0,227,210.7294614,2020/10/22 15:20:45+00,,,,,,,,,,,,,,,,,,,,,
-78.81232977,42.94902285,0,0,228,208.9985552,2020/10/22 15:20:47+00,,,,,,,,,,,,,,,,,,,,,
-78.81235507,42.94902935,0,0,229,208.6260489,2020/10/22 15:20:53+00,,,,,,,,,,,,,,,,,,,,,
-78.81232184,42.94901342,0,0,230,208.4574635,2020/10/22 15:20:57+00,,,,,,,,,,,,,,,,,,,,,
-78.81231366,42.94899433,0,0,231,208.1769542,2020/10/22 15:20:59+00,,,,,,,,,,,,,,,,,,,,,
-78.81227783,42.9489815,0,0,232,207.483263,2020/10/22 15:21:01+00,,,,,,,,,,,,,,,,,,,,,
-78.81227697,42.94900487,0,0,233,205.7737055,2020/10/22 15:21:03+00,,,,,,,,,,,,,,,,,,,,,
-78.81230728,42.94901966,0,0,234,207.0941827,2020/10/22 15:21:05+00,,,,,,,,,,,,,,,,,,,,,
-78.81233173,42.9490221,0,0,235,207.557243,2020/10/22 15:21:07+00,,,,,,,,,,,,,,,,,,,,,
-78.8123095,42.9490104,0,0,236,207.4639842,2020/10/22 15:21:09+00,,,,,,,,,,,,,,,,,,,,,
-78.81232951,42.94902598,0,0,237,207.9662368,2020/10/22 15:21:27+00,,,,,,,,,,,,,,,,,,,,,
-78.81232072,42.94900609,0,0,238,208.0920245,2020/10/22 15:21:29+00,,,,,,,,,,,,,,,,,,,,,
-78.81234406,42.94901906,0,0,239,208.0811064,2020/10/22 15:21:32+00,,,,,,,,,,,,,,,,,,,,,
-78.8123689,42.94901693,0,0,240,208.115883,2020/10/22 15:21:33+00,,,,,,,,,,,,,,,,,,,,,
-78.81241576,42.94902008,0,0,241,208.1652565,2020/10/22 15:21:35+00,,,,,,,,,,,,,,,,,,,,,
-78.81245871,42.94902571,0,0,242,208.3983738,2020/10/22 15:21:37+00,,,,,,,,,,,,,,,,,,,,,
-78.81250027,42.94903526,0,0,243,208.4454909,2020/10/22 15:21:39+00,,,,,,,,,,,,,,,,,,,,,
-78.8125426,42.94903609,0,0,244,208.6061986,2020/10/22 15:21:41+00,,,,,,,,,,,,,,,,,,,,,
-78.81258166,42.94903584,0,0,245,209.2064768,2020/10/22 15:21:43+00,,,,,,,,,,,,,,,,,,,,,
-78.81261152,42.94903464,0,0,246,208.793747,2020/10/22 15:21:45+00,,,,,,,,,,,,,,,,,,,,,
-78.81263946,42.94903195,0,0,247,208.5397303,2020/10/22 15:21:47+00,,,,,,,,,,,,,,,,,,,,,
-78.81267867,42.94903386,0,0,248,208.4581077,2020/10/22 15:21:49+00,,,,,,,,,,,,,,,,,,,,,
-78.81270758,42.94903251,0,0,249,208.0476872,2020/10/22 15:21:51+00,,,,,,,,,,,,,,,,,,,,,
-78.81274045,42.94903684,0,0,250,206.9800092,2020/10/22 15:21:53+00,,,,,,,,,,,,,,,,,,,,,
-78.8127821,42.94904408,0,0,251,206.5971121,2020/10/22 15:21:55+00,,,,,,,,,,,,,,,,,,,,,
-78.81282036,42.94904476,0,0,252,207.9046157,2020/10/22 15:21:57+00,,,,,,,,,,,,,,,,,,,,,
-78.81286143,42.94904297,0,0,253,208.6678578,2020/10/22 15:21:59+00,,,,,,,,,,,,,,,,,,,,,
-78.81290058,42.94903577,0,0,254,207.7707605,2020/10/22 15:22:01+00,,,,,,,,,,,,,,,,,,,,,
-78.81293171,42.94902927,0,0,255,207.710484,2020/10/22 15:22:03+00,,,,,,,,,,,,,,,,,,,,,
-78.8129601,42.94901476,0,0,256,207.4998283,2020/10/22 15:22:05+00,,,,,,,,,,,,,,,,,,,,,
-78.81299413,42.94901159,0,0,257,207.570337,2020/10/22 15:22:07+00,,,,,,,,,,,,,,,,,,,,,
-78.81302866,42.949011,0,0,258,207.8931468,2020/10/22 15:22:09+00,,,,,,,,,,,,,,,,,,,,,
-78.81305854,42.94901231,0,0,259,208.0032886,2020/10/22 15:22:11+00,,,,,,,,,,,,,,,,,,,,,
-78.81308431,42.94900283,0,0,260,208.4789428,2020/10/22 15:22:13+00,,,,,,,,,,,,,,,,,,,,,
-78.81313104,42.94898183,0,0,261,208.0115091,2020/10/22 15:22:15+00,,,,,,,,,,,,,,,,,,,,,
-78.813131,42.94894776,0,0,262,208.0529343,2020/10/22 15:22:17+00,,,,,,,,,,,,,,,,,,,,,
-78.81316325,42.94893135,0,0,263,208.7600421,2020/10/22 15:22:19+00,,,,,,,,,,,,,,,,,,,,,
-78.81318012,42.94891824,0,0,264,209.2289169,2020/10/22 15:22:20+00,,,,,,,,,,,,,,,,,,,,,
-78.81320943,42.94890374,0,0,265,208.3572728,2020/10/22 15:22:22+00,,,,,,,,,,,,,,,,,,,,,
-78.81324528,42.94890166,0,0,266,207.6779368,2020/10/22 15:22:24+00,,,,,,,,,,,,,,,,,,,,,
-78.81328692,42.94889773,0,0,267,207.6093212,2020/10/22 15:22:26+00,,,,,,,,,,,,,,,,,,,,,
-78.81332198,42.94890027,0,0,268,207.8463178,2020/10/22 15:22:28+00,,,,,,,,,,,,,,,,,,,,,
-78.81334773,42.94890271,0,0,269,208.063377,2020/10/22 15:22:30+00,,,,,,,,,,,,,,,,,,,,,
-78.81337714,42.94890483,0,0,270,207.8859685,2020/10/22 15:22:32+00,,,,,,,,,,,,,,,,,,,,,
-78.81340335,42.9489071,0,0,271,207.3004525,2020/10/22 15:22:34+00,,,,,,,,,,,,,,,,,,,,,
-78.81344127,42.94890577,0,0,272,207.6023734,2020/10/22 15:22:36+00,,,,,,,,,,,,,,,,,,,,,
-78.81346836,42.94891503,0,0,273,207.5595138,2020/10/22 15:22:38+00,,,,,,,,,,,,,,,,,,,,,
-78.81349789,42.94892783,0,0,274,208.0585411,2020/10/22 15:22:40+00,,,,,,,,,,,,,,,,,,,,,
-78.81351931,42.94891555,0,0,275,208.5329032,2020/10/22 15:22:42+00,,,,,,,,,,,,,,,,,,,,,
-78.81354363,42.94890016,0,0,276,208.6672066,2020/10/22 15:22:44+00,,,,,,,,,,,,,,,,,,,,,
-78.81351579,42.94891419,0,0,277,208.3495629,2020/10/22 15:22:47+00,,,,,,,,,,,,,,,,,,,,,
-78.81348733,42.9489228,0,0,278,208.7488436,2020/10/22 15:22:49+00,,,,,,,,,,,,,,,,,,,,,
-78.81352649,42.94891096,0,0,279,208.2819665,2020/10/22 15:22:53+00,,,,,,,,,,,,,,,,,,,,,
-78.81350006,42.94891019,0,0,280,208.420551,2020/10/22 15:22:56+00,,,,,,,,,,,,,,,,,,,,,
-78.8134759,42.94890056,0,0,281,208.5407498,2020/10/22 15:23:00+00,,,,,,,,,,,,,,,,,,,,,
-78.81348916,42.94891761,0,0,282,208.3732276,2020/10/22 15:23:04+00,,,,,,,,,,,,,,,,,,,,,
-78.81351878,42.94891996,0,0,283,209.8894274,2020/10/22 15:23:16+00,,,,,,,,,,,,,,,,,,,,,
-78.81353946,42.94890381,0,0,284,208.7873732,2020/10/22 15:23:34+00,,,,,,,,,,,,,,,,,,,,,
-78.8135755,42.94889915,0,0,285,208.3885165,2020/10/22 15:23:36+00,,,,,,,,,,,,,,,,,,,,,
-78.8135587,42.94891458,0,0,286,207.7268271,2020/10/22 15:23:44+00,,,,,,,,,,,,,,,,,,,,,
-78.81358178,42.9489323,0,0,287,208.4215565,2020/10/22 15:23:47+00,,,,,,,,,,,,,,,,,,,,,
-78.81358483,42.94891245,0,0,288,208.2013802,2020/10/22 15:23:58+00,,,,,,,,,,,,,,,,,,,,,
-78.81355224,42.94892261,0,0,289,207.3367553,2020/10/22 15:24:11+00,,,,,,,,,,,,,,,,,,,,,
-78.81359904,42.9489049,0,0,290,208.7311036,2020/10/22 15:24:17+00,,,,,,,,,,,,,,,,,,,,,
-78.81364957,42.9488919,0,0,291,208.3388095,2020/10/22 15:24:19+00,,,,,,,,,,,,,,,,,,,,,
-78.81368123,42.94889725,0,0,292,207.5046486,2020/10/22 15:24:21+00,,,,,,,,,,,,,,,,,,,,,
-78.8137159,42.94889272,0,0,293,207.1570411,2020/10/22 15:24:23+00,,,,,,,,,,,,,,,,,,,,,
-78.81375562,42.94889747,0,0,294,207.5154289,2020/10/22 15:24:25+00,,,,,,,,,,,,,,,,,,,,,
-78.81379252,42.94889462,0,0,295,207.1153803,2020/10/22 15:24:27+00,,,,,,,,,,,,,,,,,,,,,
-78.81383432,42.94888825,0,0,296,206.849446,2020/10/22 15:24:29+00,,,,,,,,,,,,,,,,,,,,,
-78.81386445,42.94889956,0,0,297,207.408506,2020/10/22 15:24:32+00,,,,,,,,,,,,,,,,,,,,,
-78.81388701,42.94890915,0,0,298,207.7497536,2020/10/22 15:24:35+00,,,,,,,,,,,,,,,,,,,,,
-78.81385935,42.94891537,0,0,299,209.1006842,2020/10/22 15:24:37+00,,,,,,,,,,,,,,,,,,,,,
-78.81383454,42.94891048,0,0,300,208.6693698,2020/10/22 15:24:39+00,,,,,,,,,,,,,,,,,,,,,
-78.81386911,42.94889916,0,0,301,208.2185361,2020/10/22 15:24:50+00,,,,,,,,,,,,,,,,,,,,,
-78.81384409,42.9489086,0,0,302,208.5230852,2020/10/22 15:24:58+00,,,,,,,,,,,,,,,,,,,,,
-78.81387314,42.94889973,0,0,303,209.5862802,2020/10/22 15:25:09+00,,,,,,,,,,,,,,,,,,,,,
-78.81391539,42.94890111,0,0,304,209.3587963,2020/10/22 15:25:11+00,,,,,,,,,,,,,,,,,,,,,
-78.8139425,42.94890103,0,0,305,208.5615849,2020/10/22 15:25:13+00,,,,,,,,,,,,,,,,,,,,,
-78.81398095,42.9489003,0,0,306,208.1710235,2020/10/22 15:25:16+00,,,,,,,,,,,,,,,,,,,,,
-78.81401166,42.94889758,0,0,307,206.7670906,2020/10/22 15:25:18+00,,,,,,,,,,,,,,,,,,,,,
-78.8140385,42.94890425,0,0,308,207.6592284,2020/10/22 15:25:20+00,,,,,,,,,,,,,,,,,,,,,
-78.81407619,42.94890522,0,0,309,207.265498,2020/10/22 15:25:22+00,,,,,,,,,,,,,,,,,,,,,
-78.81411329,42.94890722,0,0,310,207.6926411,2020/10/22 15:25:24+00,,,,,,,,,,,,,,,,,,,,,
-78.81414949,42.94891119,0,0,311,207.6413905,2020/10/22 15:25:26+00,,,,,,,,,,,,,,,,,,,,,
-78.81418999,42.94890946,0,0,312,208.2039138,2020/10/22 15:25:28+00,,,,,,,,,,,,,,,,,,,,,
-78.81422727,42.9489081,0,0,313,208.0114309,2020/10/22 15:25:30+00,,,,,,,,,,,,,,,,,,,,,
-78.81427283,42.94890336,0,0,314,207.9037003,2020/10/22 15:25:32+00,,,,,,,,,,,,,,,,,,,,,
-78.81430971,42.94890482,0,0,315,208.3285104,2020/10/22 15:25:34+00,,,,,,,,,,,,,,,,,,,,,
-78.81433821,42.94890873,0,0,316,207.9883597,2020/10/22 15:25:36+00,,,,,,,,,,,,,,,,,,,,,
-78.81437668,42.94890999,0,0,317,207.2058519,2020/10/22 15:25:38+00,,,,,,,,,,,,,,,,,,,,,
-78.81441261,42.94891033,0,0,318,207.4977339,2020/10/22 15:25:40+00,,,,,,,,,,,,,,,,,,,,,
-78.81445483,42.94891122,0,0,319,208.0159978,2020/10/22 15:25:42+00,,,,,,,,,,,,,,,,,,,,,
-78.81448748,42.94891146,0,0,320,208.3615853,2020/10/22 15:25:44+00,,,,,,,,,,,,,,,,,,,,,
-78.81452323,42.94891401,0,0,321,208.248857,2020/10/22 15:25:46+00,,,,,,,,,,,,,,,,,,,,,
-78.81456292,42.94891512,0,0,322,207.9752197,2020/10/22 15:25:48+00,,,,,,,,,,,,,,,,,,,,,
-78.81459985,42.94891424,0,0,323,208.0866349,2020/10/22 15:25:50+00,,,,,,,,,,,,,,,,,,,,,
-78.81463734,42.94891742,0,0,324,207.8687378,2020/10/22 15:25:52+00,,,,,,,,,,,,,,,,,,,,,
-78.81467259,42.94891787,0,0,325,208.0558317,2020/10/22 15:25:54+00,,,,,,,,,,,,,,,,,,,,,
-78.81470701,42.94891872,0,0,326,208.0453982,2020/10/22 15:25:56+00,,,,,,,,,,,,,,,,,,,,,
-78.81473923,42.94891899,0,0,327,207.9099195,2020/10/22 15:25:58+00,,,,,,,,,,,,,,,,,,,,,
-78.81477612,42.94892142,0,0,328,208.4587489,2020/10/22 15:26:00+00,,,,,,,,,,,,,,,,,,,,,
-78.81480788,42.94892195,0,0,329,208.133128,2020/10/22 15:26:02+00,,,,,,,,,,,,,,,,,,,,,
-78.81484352,42.9489266,0,0,330,208.2175085,2020/10/22 15:26:04+00,,,,,,,,,,,,,,,,,,,,,
-78.81488091,42.94892499,0,0,331,208.4178196,2020/10/22 15:26:06+00,,,,,,,,,,,,,,,,,,,,,
-78.81492289,42.94892707,0,0,332,208.8636754,2020/10/22 15:26:08+00,,,,,,,,,,,,,,,,,,,,,
-78.81496118,42.94892993,0,0,333,208.2863829,2020/10/22 15:26:10+00,,,,,,,,,,,,,,,,,,,,,
-78.81499178,42.94893077,0,0,334,208.8672783,2020/10/22 15:26:12+00,,,,,,,,,,,,,,,,,,,,,
-78.81502265,42.94893941,0,0,335,208.240621,2020/10/22 15:26:14+00,,,,,,,,,,,,,,,,,,,,,
-78.81505569,42.94893613,0,0,336,208.026236,2020/10/22 15:26:16+00,,,,,,,,,,,,,,,,,,,,,
-78.8150884,42.94893702,0,0,337,208.335012,2020/10/22 15:26:18+00,,,,,,,,,,,,,,,,,,,,,
-78.8151248,42.94893908,0,0,338,208.1229445,2020/10/22 15:26:20+00,,,,,,,,,,,,,,,,,,,,,
-78.81516799,42.94893962,0,0,339,208.0333891,2020/10/22 15:26:22+00,,,,,,,,,,,,,,,,,,,,,
-78.81520614,42.94893715,0,0,340,207.9724395,2020/10/22 15:26:24+00,,,,,,,,,,,,,,,,,,,,,
-78.81524053,42.94894213,0,0,341,208.3599632,2020/10/22 15:26:26+00,,,,,,,,,,,,,,,,,,,,,
-78.81528396,42.9489452,0,0,342,208.2948312,2020/10/22 15:26:28+00,,,,,,,,,,,,,,,,,,,,,
-78.81532057,42.94894527,0,0,343,208.3839591,2020/10/22 15:26:30+00,,,,,,,,,,,,,,,,,,,,,
-78.81535853,42.94894574,0,0,344,208.3918324,2020/10/22 15:26:32+00,,,,,,,,,,,,,,,,,,,,,
-78.81538813,42.94894862,0,0,345,208.2857217,2020/10/22 15:26:34+00,,,,,,,,,,,,,,,,,,,,,
-78.81542906,42.9489458,0,0,346,207.5008294,2020/10/22 15:26:36+00,,,,,,,,,,,,,,,,,,,,,
-78.81548349,42.94894763,0,0,347,210.0885092,2020/10/22 15:26:39+00,,,,,,,,,,,,,,,,,,,,,
-78.81552524,42.94894424,0,0,348,209.0460084,2020/10/22 15:26:41+00,,,,,,,,,,,,,,,,,,,,,
-78.81556445,42.94893831,0,0,349,208.5135728,2020/10/22 15:26:43+00,,,,,,,,,,,,,,,,,,,,,
-78.8155996,42.94894386,0,0,350,208.421602,2020/10/22 15:26:45+00,,,,,,,,,,,,,,,,,,,,,
-78.81563392,42.94895197,0,0,351,208.4212224,2020/10/22 15:26:47+00,,,,,,,,,,,,,,,,,,,,,
-78.81567891,42.94895533,0,0,352,208.0134908,2020/10/22 15:26:49+00,,,,,,,,,,,,,,,,,,,,,
-78.81571632,42.94895749,0,0,353,208.2797953,2020/10/22 15:26:51+00,,,,,,,,,,,,,,,,,,,,,
-78.81575649,42.94895625,0,0,354,208.0155978,2020/10/22 15:26:53+00,,,,,,,,,,,,,,,,,,,,,
-78.81579702,42.94895366,0,0,355,208.1613779,2020/10/22 15:26:55+00,,,,,,,,,,,,,,,,,,,,,
-78.81583818,42.948951,0,0,356,207.3562276,2020/10/22 15:26:57+00,,,,,,,,,,,,,,,,,,,,,
-78.81586222,42.94895452,0,0,357,208.2683297,2020/10/22 15:26:58+00,,,,,,,,,,,,,,,,,,,,,
-78.81590224,42.94895911,0,0,358,208.4531401,2020/10/22 15:27:00+00,,,,,,,,,,,,,,,,,,,,,
-78.81594512,42.94895586,0,0,359,208.06421,2020/10/22 15:27:02+00,,,,,,,,,,,,,,,,,,,,,
-78.81598836,42.94895502,0,0,360,207.5023193,2020/10/22 15:27:04+00,,,,,,,,,,,,,,,,,,,,,
-78.81603333,42.94895566,0,0,361,207.6322279,2020/10/22 15:27:06+00,,,,,,,,,,,,,,,,,,,,,
-78.81607818,42.94895586,0,0,362,207.8986016,2020/10/22 15:27:08+00,,,,,,,,,,,,,,,,,,,,,
-78.81612202,42.94895135,0,0,363,207.5331192,2020/10/22 15:27:10+00,,,,,,,,,,,,,,,,,,,,,
-78.81616621,42.94895433,0,0,364,207.5209958,2020/10/22 15:27:12+00,,,,,,,,,,,,,,,,,,,,,
-78.81620743,42.94895632,0,0,365,209.313944,2020/10/22 15:27:14+00,,,,,,,,,,,,,,,,,,,,,
-78.81624918,42.94895804,0,0,366,209.292278,2020/10/22 15:27:16+00,,,,,,,,,,,,,,,,,,,,,
-78.81628904,42.94895721,0,0,367,208.3788607,2020/10/22 15:27:18+00,,,,,,,,,,,,,,,,,,,,,
-78.81632694,42.94896546,0,0,368,207.8254588,2020/10/22 15:27:20+00,,,,,,,,,,,,,,,,,,,,,
-78.81635835,42.94896743,0,0,369,207.4908725,2020/10/22 15:27:22+00,,,,,,,,,,,,,,,,,,,,,
-78.81639998,42.94897137,0,0,370,208.190137,2020/10/22 15:27:24+00,,,,,,,,,,,,,,,,,,,,,
-78.81642462,42.94897453,0,0,371,207.9566812,2020/10/22 15:27:26+00,,,,,,,,,,,,,,,,,,,,,
-78.81646888,42.94897078,0,0,372,207.8591725,2020/10/22 15:27:28+00,,,,,,,,,,,,,,,,,,,,,
-78.81651372,42.94897444,0,0,373,207.7383659,2020/10/22 15:27:30+00,,,,,,,,,,,,,,,,,,,,,
-78.81656006,42.94897469,0,0,374,207.2652722,2020/10/22 15:27:32+00,,,,,,,,,,,,,,,,,,,,,
-78.81660448,42.94897928,0,0,375,207.2780778,2020/10/22 15:27:34+00,,,,,,,,,,,,,,,,,,,,,
-78.81665063,42.94897539,0,0,376,207.4699448,2020/10/22 15:27:36+00,,,,,,,,,,,,,,,,,,,,,
-78.81669256,42.94897457,0,0,377,206.3446818,2020/10/22 15:27:38+00,,,,,,,,,,,,,,,,,,,,,
-78.81671783,42.94897747,0,0,378,207.4157196,2020/10/22 15:27:39+00,,,,,,,,,,,,,,,,,,,,,
-78.81676158,42.94898579,0,0,379,207.76949,2020/10/22 15:27:41+00,,,,,,,,,,,,,,,,,,,,,
-78.8168059,42.94899184,0,0,380,207.2601147,2020/10/22 15:27:43+00,,,,,,,,,,,,,,,,,,,,,
-78.81683102,42.94898846,0,0,381,207.2992076,2020/10/22 15:27:44+00,,,,,,,,,,,,,,,,,,,,,
-78.8168742,42.94899268,0,0,382,206.8959662,2020/10/22 15:27:46+00,,,,,,,,,,,,,,,,,,,,,
-78.81691957,42.94899636,0,0,383,207.8709584,2020/10/22 15:27:48+00,,,,,,,,,,,,,,,,,,,,,
-78.81696338,42.94899402,0,0,384,208.3916649,2020/10/22 15:27:50+00,,,,,,,,,,,,,,,,,,,,,
-78.81699964,42.94899021,0,0,385,208.8526391,2020/10/22 15:27:52+00,,,,,,,,,,,,,,,,,,,,,
-78.81703141,42.94897898,0,0,386,209.6154478,2020/10/22 15:27:54+00,,,,,,,,,,,,,,,,,,,,,
-78.81706924,42.94897773,0,0,387,208.2680153,2020/10/22 15:27:56+00,,,,,,,,,,,,,,,,,,,,,
-78.81709805,42.94897115,0,0,388,210.0773049,2020/10/22 15:27:58+00,,,,,,,,,,,,,,,,,,,,,
-78.81712148,42.94894556,0,0,389,209.1772479,2020/10/22 15:28:00+00,,,,,,,,,,,,,,,,,,,,,
